filename,year,title,journal,doi,pmid,has_fulltext,study_type,study_type_all,topics,interventions,organism_focus,n_topics
FernndezVzquez_2023,2023,Pandrug-resistant Acinetobacter baumannii from different clones and regions in Mexico have a similar plasmid carrying the blaOXA-72 gene.,Frontiers in cellular and infection microbiology,10.3389/fcimb.2023.1278819,38192399,yes,in_silico,in_silico|in_vitro,biofilm|virulence_factors|antibiotic_resistance|gene_regulation|vaccine_immune|iron_metabolism|epidemiology,,multi_species,7
Koshak_2023,2023,Antimicrobial and anti-virulence activities of 4-shogaol from grains of paradise against gram-negative bacteria: Integration of experimental and computational methods.,Journal of ethnopharmacology,10.1016/j.jep.2023.117611,38158095,abstract_only,in_silico,in_silico|in_vitro,qsi_discovery|biofilm|virulence_factors|antibiotic_resistance,,multi_species,4
Mohamad_2023,2023,"Down-regulation of abaI, abaR, Bap and OmpA genes in Acinetobacter baumannii by ethanol extract of Glycyrrhiza glabra after toxicity assessment.","Cellular and molecular biology (Noisy-le-Grand, France)",10.14715/cmb/2023.69.12.31,38063097,abstract_only,other,,abaI_abaR_axis|biofilm|natural_product,natural_product,a_baumannii_only,3
Chu_2023,2023,Perillaldehyde: A promising antibacterial agent for the treatment of pneumonia caused by Acinetobacter baumannii infection.,International immunopharmacology,10.1016/j.intimp.2023.111311,38043271,abstract_only,in_vitro,in_vitro,biofilm|natural_product|vaccine_immune,natural_product,a_baumannii_only,3
Mukhopadhyay_2023,2023,A thermosensitive hydrogel formulation of phage and colistin combination for the management of multidrug-resistant Acinetobacter baumannii wound infections.,Biomaterials science,10.1039/d3bm01383a,37937608,abstract_only,other,,biofilm|antibiotic_resistance|phage_therapy,phage,a_baumannii_only,3
Bhowmik_2023,2023,Strategies to combat Gram-negative bacterial resistance to conventional antibacterial drugs: a review.,Osong public health and research perspectives,10.24171/j.phrp.2022.0323,37920891,yes,review,review|omics|clinical|methodology|in_vitro,qsi_discovery|ahl_chemistry|biofilm|virulence_factors|antibiotic_resistance|phage_therapy|nanoparticle|natural_product|peptide_amp|drug_repurposing|vaccine_immune|polymicrobial|epidemiology|review_synthesis,natural_product|phage|repurposed_drug|nanoparticle|peptide,multi_species,14
Ko_2023,2023,PmrAB controls virulence-associated traits and outer membrane vesicle biogenesis in Acinetobacter baumannii.,Microbial pathogenesis,10.1016/j.micpath.2023.106434,37913828,abstract_only,in_vitro,in_vitro,abaI_abaR_axis|biofilm|virulence_factors|gene_regulation,,a_baumannii_only,4
Ghanipour_2023,2023,Effect of lipopeptide extracted from Bacillus licheniformis on the expression of bap and luxI genes in multi-drug-resistant Acinetobacter baumannii and Pseudomonas aeruginosa.,Amino acids,10.1007/s00726-023-03346-6,37907777,abstract_only,in_vitro,in_vitro,biofilm|virulence_factors|antibiotic_resistance,,multi_species,3
Acharya_2023,2023,A comprehensive profiling of quorum quenching by bacterial pigments identifies quorum sensing inhibition and antibiofilm action of prodigiosin against Acinetobacter baumannii.,Archives of microbiology,10.1007/s00203-023-03710-w,37906317,abstract_only,in_silico,in_silico|in_vitro,quorum_quenching|abaI_abaR_axis|biofilm|natural_product|polymicrobial,,a_baumannii_only,5
Mendes_2023,2023,Co-regulation of biofilm formation and antimicrobial resistance in Acinetobacter baumannii: from mechanisms to therapeutic strategies.,European journal of clinical microbiology & infectious diseases : official publication of the European Society of Clinical Microbiology,10.1007/s10096-023-04677-8,37897520,yes,review,review|clinical|in_vitro,qsi_discovery|quorum_quenching|abaI_abaR_axis|ahl_chemistry|biofilm|virulence_factors|antibiotic_resistance|gene_regulation|phage_therapy|nanoparticle|natural_product|peptide_amp|vaccine_immune|second_messenger|polymicrobial|iron_metabolism|epidemiology|review_synthesis,natural_product|phage|nanoparticle|peptide|enzyme_qq|antibody_vaccine,multi_species,18
ChvezHernndez_2023,2023,"Phenotypic and Genomic Characterization of Streptomyces pakalii sp. nov., a Novel Species with Anti-Biofilm and Anti-Quorum Sensing Activity in ESKAPE Bacteria.",Microorganisms,10.3390/microorganisms11102551,37894209,yes,omics,omics|in_silico|in_vitro,qsi_discovery|ahl_chemistry|biofilm|virulence_factors|antibiotic_resistance|natural_product,,multi_species,6
Natsheh_2023,2023,Inhibition of Acinetobacter baumannii Biofilm Formation Using Different Treatments of Silica Nanoparticles.,"Antibiotics (Basel, Switzerland)",10.3390/antibiotics12091365,37760662,yes,in_vitro,in_vitro,biofilm|antibiotic_resistance|nanoparticle|natural_product|vaccine_immune|epidemiology,natural_product|nanoparticle,multi_species,6
Gmez_2023,2023,Synthesis and evaluation of aromatic BDSF bioisosteres on biofilm formation and colistin sensitivity in pathogenic bacteria.,European journal of medicinal chemistry,10.1016/j.ejmech.2023.115819,37748387,abstract_only,in_vitro,in_vitro,biofilm,,multi_species,1
Lin_2023,2023,Glabridin Functions as a Quorum Sensing Inhibitor to Inhibit Biofilm Formation and Swarming Motility of Multidrug-Resistant Acinetobacter baumannii.,Infection and drug resistance,10.2147/IDR.S417751,37667809,yes,in_vitro,in_vitro,qsi_discovery|quorum_quenching|abaI_abaR_axis|ahl_chemistry|biofilm|virulence_factors|antibiotic_resistance|natural_product,natural_product|enzyme_qq,multi_species,8
Cui_2023,2023,A response regulator controls Acinetobacter baumannii virulence by acting as an indole receptor.,PNAS nexus,10.1093/pnasnexus/pgad274,37649583,yes,omics,omics|in_vitro,qsi_discovery|abaI_abaR_axis|ahl_chemistry|biofilm|virulence_factors|antibiotic_resistance|gene_regulation|vaccine_immune|second_messenger|polymicrobial|epidemiology,,multi_species,11
Mathur_2023,2023,Photodynamic therapy for ESKAPE pathogens: An emerging approach to combat antimicrobial resistance (AMR).,Microbial pathogenesis,10.1016/j.micpath.2023.106307,37604213,abstract_only,in_vitro,in_vitro,qsi_discovery|biofilm|antibiotic_resistance,,multi_species,3
Babaeekhou_2023,2023,Photodynamic Therapy and Its Synergism with Melittin Against Drug-Resistant Acinetobacter baumannii Isolates with High Biofilm Formation Ability.,Current microbiology,10.1007/s00284-023-03356-3,37596435,abstract_only,in_vitro,in_vitro,abaI_abaR_axis|biofilm|antibiotic_resistance,,a_baumannii_only,3
Mukhopadhyay_2023_2,2023,Sequential treatment effects on phage-antibiotic synergistic application against multi-drug-resistant Acinetobacter baumannii.,International journal of antimicrobial agents,10.1016/j.ijantimicag.2023.106951,37574030,abstract_only,in_vitro,in_vitro,antibiotic_resistance|phage_therapy,phage,a_baumannii_only,2
Mumtaz_2023,2023,Assesment of polyphenolic compounds against biofilms produced by clinical Acinetobacter baumannii strains using in silico and in vitro models.,Saudi journal of biological sciences,10.1016/j.sjbs.2023.103743,37564783,yes,in_silico,in_silico|methodology|in_vitro,qsi_discovery|ahl_chemistry|biofilm|antibiotic_resistance|gene_regulation|natural_product|epidemiology,natural_product,multi_species,7
Khoshbakht_2023,2023,Novel approaches to overcome Colistin resistance in Acinetobacter baumannii: Exploring quorum quenching as a potential solution.,Microbial pathogenesis,10.1016/j.micpath.2023.106264,37474078,abstract_only,in_vitro,in_vitro,quorum_quenching|ahl_chemistry|biofilm|antibiotic_resistance,,multi_species,4
Venkateswaran_2023,2023,"Revisiting ESKAPE Pathogens: virulence, resistance, and combating strategies focusing on quorum sensing.",Frontiers in cellular and infection microbiology,10.3389/fcimb.2023.1159798,37457962,yes,review,review|in_vitro,qsi_discovery|abaI_abaR_axis|ahl_chemistry|biofilm|virulence_factors|antibiotic_resistance|phage_therapy|nanoparticle|natural_product|peptide_amp|drug_repurposing|vaccine_immune|iron_metabolism|epidemiology|review_synthesis,natural_product|phage|repurposed_drug|nanoparticle|peptide|antibody_vaccine,multi_species,15
Mardiana_2023,2023,Characterization of a novel and active temperate phage vB_AbaM_ABMM1 with antibacterial activity against Acinetobacter baumannii infection.,Scientific reports,10.1038/s41598-023-38453-7,37443351,yes,animal_model,animal_model|omics|in_silico|methodology|in_vitro,virulence_factors|antibiotic_resistance|gene_regulation|phage_therapy|natural_product|polymicrobial,natural_product|phage,a_baumannii_only,6
Sitthisak_2023,2023,"Antibacterial activity of vB_AbaM_PhT2 phage hydrophobic amino acid fusion endolysin, combined with colistin against Acinetobacter baumannii.",Scientific reports,10.1038/s41598-023-33822-8,37156803,yes,clinical,clinical|in_silico|methodology|in_vitro,biofilm|antibiotic_resistance|phage_therapy,phage,multi_species,3
Zeng_2023,2023,Effect of traditional Chinese medicine monomers interfering with quorum-sensing on virulence factors of extensively drug-resistant Acinetobacter baumannii.,Frontiers in pharmacology,10.3389/fphar.2023.1135180,37063277,yes,methodology,methodology|in_vitro,qsi_discovery|abaI_abaR_axis|ahl_chemistry|biofilm|virulence_factors|antibiotic_resistance|gene_regulation|natural_product,natural_product,multi_species,8
Peters_2023,2023,Characterization of Virulent T4-Like Acinetobacter baumannii Bacteriophages DLP1 and DLP2.,Viruses,10.3390/v15030739,36992448,yes,animal_model,animal_model|in_silico|methodology|in_vitro,biofilm|virulence_factors|antibiotic_resistance|phage_therapy,phage,multi_species,4
Traglia_2023,2023,Genomic Comparative Analysis of Two Multi-Drug Resistance (MDR) Acinetobacter baumannii Clinical Strains Assigned to International Clonal Lineage II Recovered Pre- and Post-COVID-19 Pandemic.,Biology,10.3390/biology12030358,36979049,yes,omics,omics|clinical|in_vitro,biofilm|virulence_factors|antibiotic_resistance|gene_regulation|vaccine_immune|polymicrobial|iron_metabolism|epidemiology,,multi_species,8
Rajapaksha_2023,2023,The Antimicrobial Peptide Octopromycin Suppresses Biofilm Formation and Quorum Sensing in Acinetobacter baumannii.,"Antibiotics (Basel, Switzerland)",10.3390/antibiotics12030623,36978490,yes,in_vitro,in_vitro,qsi_discovery|quorum_quenching|abaI_abaR_axis|ahl_chemistry|biofilm|virulence_factors|antibiotic_resistance|nanoparticle|natural_product|peptide_amp|second_messenger,natural_product|nanoparticle|peptide,multi_species,11
Memariani_2023,2023,Antibiofilm properties of cathelicidin LL-37: an in-depth review.,World journal of microbiology & biotechnology,10.1007/s11274-023-03545-z,36781570,abstract_only,other,,biofilm|peptide_amp,,multi_species,2
Tiwari_2023,2023,Assessment of potassium ion channel during electric signalling in biofilm formation of Acinetobacter baumannii for finding antibiofilm molecule.,Heliyon,10.1016/j.heliyon.2023.e12837,36685419,yes,clinical,clinical|in_silico|methodology|in_vitro,ahl_chemistry|biofilm|virulence_factors|antibiotic_resistance|natural_product|drug_repurposing,synthetic_compound|repurposed_drug,multi_species,6
Pourhajibagher_2023,2023,Antimicrobial activity of D-amino acid in combination with photo-sonoactivated hypericin nanoparticles against Acinetobacter baumannii.,BMC microbiology,10.1186/s12866-023-02758-4,36658487,yes,clinical,clinical|in_silico|in_vitro,quorum_quenching|abaI_abaR_axis|biofilm|virulence_factors|antibiotic_resistance|gene_regulation|nanoparticle|natural_product|peptide_amp,natural_product|nanoparticle|peptide|enzyme_qq,multi_species,9
Li_2023,2023,"Triple combination of SPR741, clarithromycin, and erythromycin against Acinetobacter baumannii and its tolerant phenotype.",Journal of applied microbiology,10.1093/jambio/lxac023,36626755,abstract_only,other,,biofilm|antibiotic_resistance,,a_baumannii_only,2
Panda_2022,2022,Recent advances to combat ESKAPE pathogens with special reference to essential oils.,Frontiers in microbiology,10.3389/fmicb.2022.1029098,36560948,yes,animal_model,animal_model|omics|in_silico|in_vitro,qsi_discovery|quorum_quenching|ahl_chemistry|biofilm|virulence_factors|antibiotic_resistance|phage_therapy|natural_product|peptide_amp|drug_repurposing|vaccine_immune|polymicrobial,natural_product|phage|repurposed_drug|peptide|enzyme_qq|antibody_vaccine,multi_species,12
EsmaeiliFardBarzegar_2022,2022,Lytic potential of a filamentous bacteriophage isolated from sewage water in Tehran on clinical carbapenem-resistant strains.,Iranian journal of microbiology,10.18502/ijm.v14i5.10966,36531823,yes,in_vitro,in_vitro,abaI_abaR_axis|antibiotic_resistance|phage_therapy|epidemiology,phage,multi_species,4
Kumkar_2022,2022,"Diversity of resistant determinants, virulence factors, and mobile genetic elements in Acinetobacter baumannii from India: A comprehensive in silico genome analysis.",Frontiers in cellular and infection microbiology,10.3389/fcimb.2022.997897,36519127,yes,omics,omics|clinical|in_silico|in_vitro,abaI_abaR_axis|biofilm|virulence_factors|antibiotic_resistance|gene_regulation|vaccine_immune|iron_metabolism|epidemiology,phage,a_baumannii_only,8
Jia_2022,2022,Synthesis and antibiofilm evaluation of N-acyl-2-aminopyrimidine derivatives against Acinetobacter baumannii.,Bioorganic & medicinal chemistry,10.1016/j.bmc.2022.117095,36442439,abstract_only,in_vitro,in_vitro,qsi_discovery|biofilm|virulence_factors,,a_baumannii_only,3
Wintachai_2022,2022,Isolation and Characterization of a Phapecoctavirus Infecting Multidrug-Resistant Acinetobacter baumannii in A549 Alveolar Epithelial Cells.,Viruses,10.3390/v14112561,36423170,yes,animal_model,animal_model|clinical|methodology|in_vitro,biofilm|virulence_factors|antibiotic_resistance|phage_therapy|nanoparticle,phage|nanoparticle,multi_species,5
Laliany_2022,2022,"In vitro virulence activity of Pseudomonas aeruginosa, enhanced by either Acinetobacter baumannii or Enterococcus faecium through the polymicrobial interactions.",Archives of microbiology,10.1007/s00203-022-03308-8,36383290,abstract_only,in_vitro,in_vitro,biofilm|virulence_factors|polymicrobial,,multi_species,3
Kim_2022,2022,Complementary Regulation of BfmRS Two-Component and AbaIR Quorum Sensing Systems to Express Virulence-Associated Genes in Acinetobacter baumannii.,International journal of molecular sciences,10.3390/ijms232113136,36361923,yes,omics,omics|in_vitro,abaI_abaR_axis|ahl_chemistry|biofilm|virulence_factors|antibiotic_resistance|gene_regulation|second_messenger,,multi_species,7
Zhu_2022,2022,Insight into carbapenem resistance and virulence of Acinetobacter baumannii from a children's medical centre in eastern China.,Annals of clinical microbiology and antimicrobials,10.1186/s12941-022-00536-0,36335338,yes,clinical,clinical|in_vitro,abaI_abaR_axis|biofilm|virulence_factors|antibiotic_resistance|iron_metabolism|epidemiology,,multi_species,6
Bazaid_2022,2022,"The Antimicrobial Effects of Saudi Sumra Honey against Drug Resistant Pathogens: Phytochemical Analysis, Antibiofilm, Anti-Quorum Sensing, and Antioxidant Activities.","Pharmaceuticals (Basel, Switzerland)",10.3390/ph15101212,36297324,yes,methodology,methodology|in_vitro,qsi_discovery|ahl_chemistry|biofilm|virulence_factors|antibiotic_resistance|natural_product|peptide_amp,natural_product|phage|peptide,multi_species,7
Shenkutie_2022,2022,Effects of Sub-Minimum Inhibitory Concentrations of Imipenem and Colistin on Expression of Biofilm-Specific Antibiotic Resistance and Virulence Genes in Acinetobacter baumannii Sequence Type 1894.,International journal of molecular sciences,10.3390/ijms232012705,36293559,yes,omics,omics|clinical|methodology|in_vitro,abaI_abaR_axis|ahl_chemistry|biofilm|virulence_factors|antibiotic_resistance|gene_regulation|peptide_amp|iron_metabolism|epidemiology,synthetic_compound|peptide,multi_species,9
Santajit_2022,2022,Quorum Sensing in ESKAPE Bugs: A Target for Combating Antimicrobial Resistance and Bacterial Virulence.,Biology,10.3390/biology11101466,36290370,yes,review,review|animal_model|in_vitro,qsi_discovery|quorum_quenching|abaI_abaR_axis|ahl_chemistry|biofilm|virulence_factors|antibiotic_resistance|gene_regulation|natural_product|peptide_amp|vaccine_immune|polymicrobial|iron_metabolism|epidemiology|review_synthesis,natural_product|synthetic_compound|enzyme_qq,multi_species,15
Siddique_2022,2022,Ecofriendly phytosynthesized zirconium oxide nanoparticles as antibiofilm and quorum quenching agents against Acinetobacter baumannii.,Drug development and industrial pharmacy,10.1080/03639045.2022.2132260,36191015,abstract_only,in_silico,in_silico|in_vitro,quorum_quenching|biofilm|antibiotic_resistance|nanoparticle,nanoparticle,a_baumannii_only,4
Jha_2022,2022,"Droperidol as a potential inhibitor of acyl-homoserine lactone synthase from A. baumannii: insights from virtual screening, MD simulations and MM/PBSA calculations.",Molecular diversity,10.1007/s11030-022-10533-2,36190592,abstract_only,in_silico,in_silico|in_vitro,ahl_chemistry|biofilm|drug_repurposing,repurposed_drug,multi_species,3
Maisch_2022,2022,Antibacterial effects of vanilla ingredients provide novel treatment options for infections with multidrug-resistant bacteria - A recent literature review.,European journal of microbiology & immunology,10.1556/1886.2022.00015,36149764,yes,review,review|animal_model|omics|in_silico|in_vitro,qsi_discovery|ahl_chemistry|biofilm|virulence_factors|antibiotic_resistance|phage_therapy|nanoparticle|natural_product|epidemiology|review_synthesis,natural_product|phage|nanoparticle,multi_species,10
Yadav_2022,2022,In silico analysis reveals the co-existence of CRISPR-Cas type I-F1 and type I-F2 systems and its association with restricted phage invasion in Acinetobacter baumannii.,Frontiers in microbiology,10.3389/fmicb.2022.909886,36060733,yes,in_silico,in_silico,abaI_abaR_axis|biofilm|virulence_factors|antibiotic_resistance|phage_therapy|epidemiology,phage,multi_species,6
Escalante_2022,2022,Human serum albumin (HSA) regulates the expression of histone-like nucleoid structure protein (H-NS) in Acinetobacter baumannii.,Scientific reports,10.1038/s41598-022-19012-y,36030268,yes,omics,omics|methodology|in_vitro,quorum_quenching|abaI_abaR_axis|ahl_chemistry|biofilm|virulence_factors|antibiotic_resistance|gene_regulation,enzyme_qq,multi_species,7
Wang_2022,2022,Evaluation of the antimicrobial function of Ginkgo biloba exocarp extract against clinical bacteria and its effect on Staphylococcus haemolyticus by disrupting biofilms.,Journal of ethnopharmacology,10.1016/j.jep.2022.115602,36030030,abstract_only,omics,omics|in_vitro,biofilm|antibiotic_resistance|gene_regulation|natural_product,natural_product,multi_species,4
Segatore_2022,2022,In Vitro Activity of Sulbactam-Durlobactam against Carbapenem-Resistant Acinetobacter baumannii Clinical Isolates: A Multicentre Report from Italy.,"Antibiotics (Basel, Switzerland)",10.3390/antibiotics11081136,36010006,yes,omics,omics|clinical|in_vitro,abaI_abaR_axis|biofilm|virulence_factors|antibiotic_resistance|iron_metabolism|epidemiology,,a_baumannii_only,6
Jacobmeyer_2022,2022,Genomic Analysis of Acinetobacter baumannii Isolates Carrying OXA-23 and OXA-58 Genes from Animals Reveals ST1 and ST25 as Major Clonal Lineages.,"Antibiotics (Basel, Switzerland)",10.3390/antibiotics11081045,36009914,yes,omics,omics|clinical|in_silico|in_vitro,abaI_abaR_axis|antibiotic_resistance|epidemiology,,multi_species,3
Xiong_2022,2022,Transcriptomic analysis reveals the regulatory role of quorum sensing in the Acinetobacter baumannii ATCC 19606 via RNA-seq.,BMC microbiology,10.1186/s12866-022-02612-z,35971084,yes,animal_model,animal_model|omics|methodology|in_vitro,qsi_discovery|quorum_quenching|abaI_abaR_axis|ahl_chemistry|biofilm|virulence_factors|antibiotic_resistance|gene_regulation,,a_baumannii_only,8
Ghalavand_2022,2022,Characterization of Sequence Types and Mechanisms of Resistance to Tigecycline Among Acinetobacter baumannii Isolated from Children.,Current microbiology,10.1007/s00284-022-02976-5,35947200,abstract_only,in_vitro,in_vitro,abaI_abaR_axis|antibiotic_resistance|epidemiology,,a_baumannii_only,3
Wang_2022_2,2022,CRISPR-Cas in Acinetobacter baumannii Contributes to Antibiotic Susceptibility by Targeting Endogenous AbaI.,Microbiology spectrum,10.1128/spectrum.00829-22,35938813,yes,omics,omics|methodology|in_vitro,abaI_abaR_axis|ahl_chemistry|biofilm|virulence_factors|antibiotic_resistance|gene_regulation|epidemiology,phage,multi_species,7
Kashyap_2022,2022,3-indoleacetonitrile attenuates biofilm formation and enhances sensitivity to imipenem in Acinetobacter baumannii.,Pathogens and disease,10.1093/femspd/ftac029,35867872,abstract_only,in_vitro,in_vitro,abaI_abaR_axis|ahl_chemistry|biofilm|virulence_factors|antibiotic_resistance,,a_baumannii_only,5
Cui_2022,2022,The Cell-Cell Communication Signal Indole Controls the Physiology and Interspecies Communication of Acinetobacter baumannii.,Microbiology spectrum,10.1128/spectrum.01027-22,35862954,yes,omics,omics|in_vitro,qsi_discovery|abaI_abaR_axis|ahl_chemistry|biofilm|virulence_factors|antibiotic_resistance|gene_regulation|polymicrobial,,multi_species,8
Abbaszadeh_2021,2021,Genetic characterization of extensive drug resistant Acinetobacter baumannii: an appalling impediment.,Folia medica,10.3897/folmed.63.e56566,35851208,abstract_only,other,,ahl_chemistry|biofilm|virulence_factors|antibiotic_resistance,,a_baumannii_only,4
Zore_2022,2022,Repurposing the Sphingosine-1-Phosphate Receptor Modulator Etrasimod as an Antibacterial Agent Against Gram-Positive Bacteria.,Frontiers in microbiology,10.3389/fmicb.2022.926170,35733960,yes,in_vitro,in_vitro,qsi_discovery|quorum_quenching|ahl_chemistry|biofilm|antibiotic_resistance|drug_repurposing,natural_product|synthetic_compound|repurposed_drug,multi_species,6
Djahanschiri_2022,2022,Evolutionarily stable gene clusters shed light on the common grounds of pathogenicity in the Acinetobacter calcoaceticus-baumannii complex.,PLoS genetics,10.1371/journal.pgen.1010020,35653398,yes,animal_model,animal_model|omics|clinical|methodology|in_vitro,qsi_discovery|abaI_abaR_axis|biofilm|virulence_factors|antibiotic_resistance|gene_regulation|vaccine_immune|iron_metabolism|epidemiology,,multi_species,9
Golberg_2022,2022,"Anti-Virulence Activity of 3,3'-Diindolylmethane (DIM): A Bioactive Cruciferous Phytochemical with Accelerated Wound Healing Benefits.",Pharmaceutics,10.3390/pharmaceutics14050967,35631553,yes,omics,omics|clinical|in_silico|in_vitro,qsi_discovery|ahl_chemistry|biofilm|virulence_factors|antibiotic_resistance|gene_regulation|natural_product|drug_repurposing|iron_metabolism|epidemiology,natural_product|synthetic_compound|repurposed_drug,multi_species,10
Charalambous_2022,2022,Proteobacteria and Firmicutes Secreted Factors Exert Distinct Effects on Pseudomonas aeruginosa Infection under Normoxia or Mild Hypoxia.,Metabolites,10.3390/metabo12050449,35629953,yes,in_silico,in_silico|methodology|in_vitro,biofilm|virulence_factors|antibiotic_resistance|natural_product|vaccine_immune|polymicrobial,,multi_species,6
Nogbou_2022,2022,"Whole-Genome Sequencing of a Colistin-Resistant Acinetobacter baumannii Strain Isolated at a Tertiary Health Facility in Pretoria, South Africa.","Antibiotics (Basel, Switzerland)",10.3390/antibiotics11050594,35625238,yes,omics,omics|clinical|methodology|in_vitro,abaI_abaR_axis|ahl_chemistry|biofilm|virulence_factors|antibiotic_resistance|gene_regulation|iron_metabolism|epidemiology,,multi_species,8
Elshaer_2022,2022,"Ketoprofen, piroxicam and indomethacin-suppressed quorum sensing and virulence factors in Acinetobacter baumannii.",Journal of applied microbiology,10.1111/jam.15609,35503000,abstract_only,in_silico,in_silico|methodology|in_vitro,abaI_abaR_axis|biofilm|virulence_factors,,a_baumannii_only,3
Law_2022,2022,"The role of quorum sensing, biofilm formation, and iron acquisition as key virulence mechanisms in Acinetobacter baumannii and the corresponding anti-virulence strategies.",Microbiological research,10.1016/j.micres.2022.127032,35483311,abstract_only,review,review|in_vitro,biofilm|virulence_factors|antibiotic_resistance|polymicrobial|iron_metabolism|review_synthesis,,multi_species,6
Roy_2022,2022,Convergence of Biofilm Formation and Antibiotic Resistance in Acinetobacter baumannii Infection.,Frontiers in medicine,10.3389/fmed.2022.793615,35402433,yes,review,review|animal_model|clinical|in_vitro,qsi_discovery|quorum_quenching|abaI_abaR_axis|ahl_chemistry|biofilm|virulence_factors|antibiotic_resistance|gene_regulation|phage_therapy|nanoparticle|natural_product|peptide_amp|vaccine_immune|second_messenger|epidemiology|review_synthesis,natural_product|phage|nanoparticle|peptide|enzyme_qq|antibody_vaccine,multi_species,16
Romero_2022,2022,Mushroom-shaped structures formed in Acinetobacter baumannii biofilms grown in a roller bioreactor are associated with quorum sensing-dependent Csu-pilus assembly.,Environmental microbiology,10.1111/1462-2920.15985,35352448,yes,in_vitro,in_vitro,abaI_abaR_axis|ahl_chemistry|biofilm|virulence_factors|antibiotic_resistance,,multi_species,5
Jha_2022_2,2022,An extensive computational study to identify potential inhibitors of Acyl-homoserine-lactone synthase from Acinetobacter baumannii (strain AYE).,Journal of molecular graphics & modelling,10.1016/j.jmgm.2022.108168,35339024,abstract_only,in_silico,in_silico|in_vitro,ahl_chemistry|biofilm,,multi_species,2
Li_2022,2022,Synergistic Inhibitory Effect of Polymyxin B in Combination with Ceftazidime against Robust Biofilm Formed by Acinetobacter baumannii with Genetic Deficiency in AbaI/AbaR Quorum Sensing.,Microbiology spectrum,10.1128/spectrum.01768-21,35196792,yes,review,review|clinical|in_vitro,quorum_quenching|abaI_abaR_axis|ahl_chemistry|biofilm|virulence_factors|antibiotic_resistance|iron_metabolism|review_synthesis,,multi_species,8
Vogel_2022,2022,Fighting Acinetobacter baumannii infections with the acylase PvdQ.,Microbes and infection,10.1016/j.micinf.2022.104951,35151875,abstract_only,animal_model,animal_model|in_vitro,quorum_quenching|ahl_chemistry|biofilm,enzyme_qq,multi_species,3
Kaushik_2022,2022,Therapeutic strategies against potential antibiofilm targets of multidrug-resistant Acinetobacter baumannii.,Journal of cellular physiology,10.1002/jcp.30683,35083758,abstract_only,review,review|in_vitro,biofilm|gene_regulation|review_synthesis,,a_baumannii_only,3
Godeux_2022,2022,Interbacterial Transfer of Carbapenem Resistance and Large Antibiotic Resistance Islands by Natural Transformation in Pathogenic Acinetobacter.,mBio,10.1128/mbio.02631-21,35073754,yes,omics,omics|in_vitro,abaI_abaR_axis|biofilm|virulence_factors|antibiotic_resistance|phage_therapy|polymicrobial,phage,multi_species,6
Wienhold_2021,2021,Preclinical Assessment of Bacteriophage Therapy against Experimental Acinetobacter baumannii Lung Infection.,Viruses,10.3390/v14010033,35062236,yes,animal_model,animal_model|clinical|in_vitro,qsi_discovery|antibiotic_resistance|phage_therapy|vaccine_immune|epidemiology,phage,multi_species,5
Ghosh_2022,2022,Phytocompound Mediated Blockage of Quorum Sensing Cascade in ESKAPE Pathogens.,"Antibiotics (Basel, Switzerland)",10.3390/antibiotics11010061,35052938,yes,review,review|animal_model|clinical|in_vitro,quorum_quenching|abaI_abaR_axis|ahl_chemistry|biofilm|virulence_factors|antibiotic_resistance|gene_regulation|nanoparticle|natural_product|polymicrobial|review_synthesis,natural_product|nanoparticle,multi_species,11
Shahbandeh_2022,2022,"The antimicrobial effect of quorum sensing autoinducers of Pseudomonas aeruginosa, C12-HSL and C4-HSL, against MDR Staphylococcus aureus isolates.","Comparative immunology, microbiology and infectious diseases",10.1016/j.cimid.2022.101747,35030534,abstract_only,in_vitro,in_vitro,ahl_chemistry|antibiotic_resistance,,multi_species,2
Jothipandiyan_2021,2021,Heteroleptic pincer palladium(II) complex coated orthopedic implants impede the AbaI/AbaR quorum sensing system and biofilm development by Acinetobacter baumannii.,Biofouling,10.1080/08927014.2021.2015336,34961388,abstract_only,in_silico,in_silico|in_vitro,qsi_discovery|abaI_abaR_axis|biofilm|virulence_factors,,a_baumannii_only,4
Pourhajibagher_2022,2022,Evaluation of Antimicrobial Effects of Photo-sonodynamic Antimicrobial Chemotherapy Based on Nano-micelle Curcumin on Virulence Gene Expression Patterns in Acinetobacter baumannii.,Infectious disorders drug targets,10.2174/1871526522666211220121725,34931970,abstract_only,in_vitro,in_vitro,abaI_abaR_axis|virulence_factors|natural_product,natural_product,a_baumannii_only,3
Koong_2021,2021,Phylogenomics of two ST1 antibiotic-susceptible non-clinical Acinetobacter baumannii strains reveals multiple lineages and complex evolutionary history in global clone 1.,Microbial genomics,10.1099/mgen.0.000705,34874246,yes,omics,omics|in_vitro,abaI_abaR_axis|virulence_factors|antibiotic_resistance|iron_metabolism|epidemiology,,multi_species,5
Tierney_2021,2021,A LysR-Type Transcriptional Regulator Controls Multiple Phenotypes in Acinetobacter baumannii.,Frontiers in cellular and infection microbiology,10.3389/fcimb.2021.778331,34805000,yes,animal_model,animal_model|omics|methodology|in_vitro,qsi_discovery|abaI_abaR_axis|ahl_chemistry|biofilm|virulence_factors|antibiotic_resistance|gene_regulation,,multi_species,7
